"29aa4abad16e0e75","7916 Williamson Rd NW, Roanoke, VA, 24020","Match","Non_Exact","7916 WILLIAMSON RD, ROANOKE, VA, 24019","-79.940478056701,37.35181020649","212551553","L"
"436fa6f809cf083b","645 Patriot Avenue, Martinsville, VA, 24112","Match","Exact","645 PATRIOT AVE, MARTINSVILLE, VA, 24112","-79.871250114521,36.737321059796","55538363","L"
"b2cb3f0b85ae9cb6","313 East Broad Street, Richmond, VA, 23219","Match","Exact","313 E BROAD ST, RICHMOND, VA, 23219","-77.439186066821,37.543831598576","201540397","R"
"3474d72cb0a72b27","319 Letcher Avenue, Lexington, VA, 24450","Match","Exact","319 LETCHER AVE, LEXINGTON, VA, 24450","-79.439647307086,37.788869696863","63117532","R"
"58e8ebeb6d04b12f","7502 Justice Drive, Gloucester, VA, 23061","Match","Exact","7502 JUSTICE DR, GLOUCESTER, VA, 23061","-76.528512796175,37.417782769915","638829093","L"
"06f74a4d56c8f79b","1651 East Parham Road, Richmond, VA, 23228-2327","Match","Non_Exact","1651 E PARHAM RD, RICHMOND, VA, 23228","-77.472540485042,37.63875849446","106689125","L"
"038a32222d40597e","Hampton Roads Center - North Campus, Hampton, VA, 23666","No_Match"
"6068d03350fbce57","491 Airport Road, Winchester, VA, 22602","Match","Exact","491 AIRPORT RD, WINCHESTER, VA, 22602","-78.147486586828,39.141682001193","55587585","R"
"8e4bb739179e291c","14585 Avion Parkway, Chantilly, VA, 20151","Match","Exact","14585 AVION PKWY, CHANTILLY, VA, 20151","-77.449234331546,38.905715659329","641117549","R"
"58fe2290bdac7a58","241 18th Street South, Suite 650, Arlington, VA, 22202","Match","Exact","241 18TH ST S, ARLINGTON, VA, 22202","-77.050001674251,38.857634187865","651560505","R"
"b0226f106fccd28b","182 Progress Way NE, Norton, VA, 24273","No_Match"
"a087eb3f92e9bfbd","2829 Guardian Lane, Suite 150, Virginia Beach, VA, 23452","Match","Exact","2829 GUARDIAN LN, VIRGINIA BEACH, VA, 23452","-76.070988904193,36.825651079026","122269269","L"
"8c09edf80b8c8c7a","2143 Richmond Highway, Stafford, VA, 22554","No_Match"
"1bf4c8cd7b9fcf3d","1 Hayden Drive, Petersburg, VA, 23806","Match","Non_Exact","1 HAYDEN ST, PETERSBURG, VA, 23806","-77.420075901201,37.234834863746","643011966","L"
"15cf1d63dd0f7f86","4400 University Dr, Fairfax, VA, 22030-4444","Match","Non_Exact","4400 UNIVERSITY DR, FAIRFAX, VA, 22030","-77.304407730733,38.834398952534","639527753","R"
"134fc156242ee57d","5391 C. V. Jackson Road, Dublin, VA, 24084","Match","Exact","5391 C V JACKSON RD, DUBLIN, VA, 24084","-80.68228675042,37.138730433944","47005459","R"
"90059e1733a0ac4b","12355 Sunrise Valley Drive, Suite 520, Reston, VA, 20191","Match","Exact","12355 SUNRISE VALLEY DR, RESTON, VA, 20191","-77.372733312321,38.950763341408","76028605","L"
"d0970d91f3997f00","1815 Seabee Road, Virginia Beach, VA, 23459","No_Match"
"634ce7e776966ad8","Kentland Farm, 5250 Whitethorne Road, Blacksburg, VA, 24060","Match","Non_Exact","5250 WHITETHORNE RD, BLACKSBURG, VA, 24060","-80.564314302689,37.199868727035","73639601","L"
"aa4ea88c303bb293","202 Christopher Lane, Danville, VA, 24541","Match","Exact","202 CHRISTOPHER LN, DANVILLE, VA, 24541","-79.409407965889,36.585261074167","655916818","L"
"205b3b9cde9b71c2","Building Complex 1268, 2 Langley Boulevard, Hampton, VA, 23681","Match","Non_Exact","2 LANGLEY BLVD, HAMPTON, VA, 23681","-76.379752065248,37.091281885197","658061950","L"
"6f8ec7454b4a1390","12730 Fair Lakes Circle, Suite 600, Fairfax, VA, 22033","Match","Exact","12730 FAIR LAKES CIR, FAIRFAX, VA, 22033","-77.385442358512,38.858248195797","638159765","R"
"b6c74515979f6d6f","18521 Lee Highway, Abingdon, VA, 24210","Match","Exact","18521 LEE HWY, ABINGDON, VA, 24210","-82.033677826465,36.684772465143","154374901","L"
"d15d630be98af709","2500 Almeda Avenue, Suite 214, Norfolk, VA, 23513","Match","Exact","2500 ALMEDA AVE, NORFOLK, VA, 23513","-76.215900090795,36.878856748079","640889661","R"
"42cacb82dd2aa7c5","176 Lincoln Street, Portsmouth, VA, 23704","Match","Exact","176 LINCOLN ST, PORTSMOUTH, VA, 23704","-76.296307825283,36.82726915888","122198067","R"
"42c359cbdaaf25bb","3810 Concorde Parkway, Suite 2200, Chantilly, VA, 20151","Match","Exact","3810 CONCORDE PKWY, CHANTILLY, VA, 20151","-77.450446248713,38.910668155953","76027144","L"
"f9cd8fc7aee4cb89","4400 University Dr, Fairfax, VA, 22030-4444","Match","Non_Exact","4400 UNIVERSITY DR, FAIRFAX, VA, 22030","-77.304407730733,38.834398952534","639527753","R"
"6b09474cb8c0c651","8283 Greensboro Drive, McLean, VA, 22102","Match","Exact","8283 GREENSBORO DR, MCLEAN, VA, 22102","-77.231063448895,38.923271289735","639870698","L"
"a79c2d6cd0b5cabf","2701 Prosperity Avenue, Suite 400, Fairfax, VA, 22031","Match","Exact","2701 PROSPERITY AVE, FAIRFAX, VA, 22031","-77.233579943484,38.881014902819","650734629","L"
"8bedc798f21e3ce4","5925 Cove Road, Roanoke, VA, 24019","Match","Non_Exact","5925 COVE RD NW, ROANOKE, VA, 24019","-80.022068745099,37.321176423183","62929054","R"
"f7f4b22d9085a81b","3441 Mountain Empire Road, Big Stone Gap, VA, 24219","Match","Exact","3441 MOUNTAIN EMPIRE RD, BIG STONE GAP, VA, 24219","-82.758604063994,36.856375997528","83466876","L"
"ebf2f20bf0d22b8b","101 West Main Street, Suite 602, Norfolk, VA, 23510","Match","Exact","101 W MAIN ST, NORFOLK, VA, 23510","-76.292458234297,36.846314895047","657500107","L"
"21742944f08e9975","9253 Old Keene Mill Road, Burke, VA, 22015","Match","Exact","9253 OLD KEENE MILL RD, BURKE, VA, 22015","-77.264851913163,38.775660285666","657858663","L"
"70af30ee90d0150a","1551 Forbes Street, Fredericksburg, VA, 22405","Match","Exact","1551 FORBES ST, FREDERICKSBURG, VA, 22405","-77.456270694429,38.356086575373","636657813","L"
"e1ec59fdde5ab913","4455 Flexon Drive, Prince George, VA, 23875","Match","Exact","4455 FLEXON DR, PRINCE GEORGE, VA, 23875","-77.369239230669,37.251626692559","54185165","L"
"1e10cf8449267186","1717 East Cary Street, Richmond, VA, 23223","Match","Exact","1717 E CARY ST, RICHMOND, VA, 23223","-77.428858677109,37.532251931028","201540840","R"
"be96e597bfa5f20b","510 Lansdowne Road, Fredericksburg, VA, 22408","Match","Exact","510 LANSDOWNE RD, FREDERICKSBURG, VA, 22408","-77.463923721059,38.265887193099","655379577","R"
"c4099aede9242003","39959 Catoctin Ridge Street, Paeonian Springs, VA, 20129","Match","Exact","39959 CATOCTIN RIDGE ST, PAEONIAN SPRINGS, VA, 20129","-77.620273646044,39.14892635346","62333453","R"
"5285a4d6947852e1","111 South George Mason Drive, Arlington, VA, 22204-1373","Match","Non_Exact","111 S GEORGE MASON DR, ARLINGTON, VA, 22204","-77.106424050008,38.866842202261","76479310","L"
"f01028db20968fb6","4400 University Dr, Fairfax, VA, 22030-4444","Match","Non_Exact","4400 UNIVERSITY DR, FAIRFAX, VA, 22030","-77.304407730733,38.834398952534","639527753","R"
"2ad09d1c333d646a","111275 Aviation Way, Orange, VA, 22960","No_Match"
"3ff4c8d3e4563021","13101 Route 1, Chester, VA, 23831-5316","No_Match"
"e5f431fd52b4ab98","803 Sycolin Road SE, Leesburg, VA, 20175","Match","Exact","803 SYCOLIN RD SE, LEESBURG, VA, 20175","-77.55259681775,39.082373474656","642574780","L"
"82ab8d71a913ce8a","7700 Midlothian Turnpike, North Chesterfield, VA, 23235","Match","Exact","7700 MIDLOTHIAN TPKE, NORTH CHESTERFIELD, VA, 23235","-77.539283409656,37.498983334319","223168472","L"
"7f73d6e58a8711b1","1827 University Avenue, Charlottesville, VA, 22903-2628","Match","Non_Exact","1827 UNIVERSITY AVE, CHARLOTTESVILLE, VA, 22903","-78.502685264855,38.036551813727","83405484","R"
"d9a28db48a7680e0","29316 Lankford Hwy, Melfa, VA, 23410","Match","Exact","29316 LANKFORD HWY, MELFA, VA, 23410","-75.748516866806,37.641130879614","114600161","L"
"cca61d8433f423c1","10761 James Payne Court, Manassas, VA, 20110","Match","Exact","10761 JAMES PAYNE CT, MANASSAS, VA, 20110","-77.518156645221,38.73027404377","626995771","L"
"0beb0f79e2508873","201 High St, Farmville, VA, 23909","Match","Exact","201 HIGH ST, FARMVILLE, VA, 23909","-78.394302154083,37.301562493685","73975307","L"
"f6b77fc48a0579b9","300 Arboretum Place, Suite 200, Richmond, VA, 23236","Match","Exact","300 ARBORETUM PL, RICHMOND, VA, 23236","-77.564677437192,37.493812859721","223164762","R"
"0664c9e8154f63a3","13575 Heathcote Boulevard, Suite 130, Gainesville, VA, 20155","Match","Exact","13575 HEATHCOTE BLVD, GAINESVILLE, VA, 20155","-77.599734772641,38.80300870791","207164008","R"
